players_used,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,url
,,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,
29,38,,,,,,,,,,,,,,,,,/en/squads/18bb7c10/2016-2017/Arsenal-Stats
27,38,,,,,,,,,,,,,,,,,/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats
27,38,,,,,,,,,,,,,,,,,/en/squads/943e8050/2016-2017/Burnley-Stats
24,38,,,,,,,,,,,,,,,,,/en/squads/cff3d9bb/2016-2017/Chelsea-Stats
31,38,,,,,,,,,,,,,,,,,/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats
27,38,,,,,,,,,,,,,,,,,/en/squads/d3fd31cc/2016-2017/Everton-Stats
28,38,,,,,,,,,,,,,,,,,/en/squads/bd8769d1/2016-2017/Hull-City-Stats
25,38,,,,,,,,,,,,,,,,,/en/squads/a2d435b3/2016-2017/Leicester-City-Stats
23,38,,,,,,,,,,,,,,,,,/en/squads/822bd0ba/2016-2017/Liverpool-Stats
25,38,,,,,,,,,,,,,,,,,/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats
31,38,,,,,,,,,,,,,,,,,/en/squads/19538871/2016-2017/Manchester-United-Stats
27,38,,,,,,,,,,,,,,,,,/en/squads/7f59c601/2016-2017/Middlesbrough-Stats
26,38,,,,,,,,,,,,,,,,,/en/squads/33c895d4/2016-2017/Southampton-Stats
26,38,,,,,,,,,,,,,,,,,/en/squads/17892952/2016-2017/Stoke-City-Stats
31,38,,,,,,,,,,,,,,,,,/en/squads/8ef52968/2016-2017/Sunderland-Stats
27,38,,,,,,,,,,,,,,,,,/en/squads/fb10988f/2016-2017/Swansea-City-Stats
24,38,,,,,,,,,,,,,,,,,/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats
33,38,,,,,,,,,,,,,,,,,/en/squads/2abfe087/2016-2017/Watford-Stats
23,38,,,,,,,,,,,,,,,,,/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats
29,38,,,,,,,,,,,,,,,,,/en/squads/7c21e445/2016-2017/West-Ham-United-Stats
25,38,,,,,,,,,,,,,,,,,/en/squads/8d6fd021/2016-2017/Alaves-Stats
25,38,,,,,,,,,,,,,,,,,/en/squads/2b390eca/2016-2017/Athletic-Club-Stats
22,38,,,,,,,,,,,,,,,,,/en/squads/db3b9613/2016-2017/Atletico-Madrid-Stats
25,38,,,,,,,,,,,,,,,,,/en/squads/206d90db/2016-2017/Barcelona-Stats
27,38,,,,,,,,,,,,,,,,,/en/squads/fc536746/2016-2017/Real-Betis-Stats
27,38,,,,,,,,,,,,,,,,,/en/squads/f25da7fb/2016-2017/Celta-Vigo-Stats
24,38,,,,,,,,,,,,,,,,,/en/squads/bea5c710/2016-2017/Eibar-Stats
27,38,,,,,,,,,,,,,,,,,/en/squads/a8661628/2016-2017/Espanyol-Stats
35,38,,,,,,,,,,,,,,,,,/en/squads/a0435291/2016-2017/Granada-Stats
28,38,,,,,,,,,,,,,,,,,/en/squads/2a60ed82/2016-2017/Deportivo-La-Coruna-Stats
29,38,,,,,,,,,,,,,,,,,/en/squads/0049d422/2016-2017/Las-Palmas-Stats
31,38,,,,,,,,,,,,,,,,,/en/squads/7c6f2c78/2016-2017/Leganes-Stats
29,38,,,,,,,,,,,,,,,,,/en/squads/1c896955/2016-2017/Malaga-Stats
35,38,,,,,,,,,,,,,,,,,/en/squads/03c57e2b/2016-2017/Osasuna-Stats
24,38,,,,,,,,,,,,,,,,,/en/squads/53a2f082/2016-2017/Real-Madrid-Stats
27,38,,,,,,,,,,,,,,,,,/en/squads/e31d1cd9/2016-2017/Real-Sociedad-Stats
28,38,,,,,,,,,,,,,,,,,/en/squads/ad2be733/2016-2017/Sevilla-Stats
29,38,,,,,,,,,,,,,,,,,/en/squads/bb9efd50/2016-2017/Sporting-Gijon-Stats
31,38,,,,,,,,,,,,,,,,,/en/squads/dcc91a7b/2016-2017/Valencia-Stats
27,38,,,,,,,,,,,,,,,,,/en/squads/2a8183b3/2016-2017/Villarreal-Stats
29,38,,,,,,,,,,,,,,,,,/en/squads/69236f98/2016-2017/Angers-Stats
29,38,,,,,,,,,,,,,,,,,/en/squads/6283be2c/2016-2017/Bastia-Stats
27,38,,,,,,,,,,,,,,,,,/en/squads/123f3efe/2016-2017/Bordeaux-Stats
27,38,,,,,,,,,,,,,,,,,/en/squads/74229020/2016-2017/Caen-Stats
27,38,,,,,,,,,,,,,,,,,/en/squads/8dfb7350/2016-2017/Dijon-Stats
25,38,,,,,,,,,,,,,,,,,/en/squads/d41b5f53/2016-2017/Guingamp-Stats
31,38,,,,,,,,,,,,,,,,,/en/squads/cb188c0c/2016-2017/Lille-Stats
30,38,,,,,,,,,,,,,,,,,/en/squads/d2c87802/2016-2017/Lorient-Stats
27,38,,,,,,,,,,,,,,,,,/en/squads/d53c0b06/2016-2017/Lyon-Stats
27,38,,,,,,,,,,,,,,,,,/en/squads/5725cc7b/2016-2017/Marseille-Stats
31,38,,,,,,,,,,,,,,,,,/en/squads/f83960ae/2016-2017/Metz-Stats
29,38,,,,,,,,,,,,,,,,,/en/squads/fd6114db/2016-2017/Monaco-Stats
32,38,,,,,,,,,,,,,,,,,/en/squads/281b0e73/2016-2017/Montpellier-Stats
27,38,,,,,,,,,,,,,,,,,/en/squads/e88fc6e5/2016-2017/Nancy-Stats
27,38,,,,,,,,,,,,,,,,,/en/squads/d7a486cd/2016-2017/Nantes-Stats
27,38,,,,,,,,,,,,,,,,,/en/squads/132ebc33/2016-2017/Nice-Stats
28,38,,,,,,,,,,,,,,,,,/en/squads/e2d8892c/2016-2017/Paris-Saint-Germain-Stats
31,38,,,,,,,,,,,,,,,,,/en/squads/b3072e00/2016-2017/Rennes-Stats
34,38,,,,,,,,,,,,,,,,,/en/squads/d298ef2c/2016-2017/Saint-Etienne-Stats
30,38,,,,,,,,,,,,,,,,,/en/squads/3f8c4b5f/2016-2017/Toulouse-Stats
28,34,,,,,,,,,,,,,,,,,/en/squads/0cdc4311/2016-2017/Augsburg-Stats
22,34,,,,,,,,,,,,,,,,,/en/squads/054efa67/2016-2017/Bayern-Munich-Stats
31,34,,,,,,,,,,,,,,,,,/en/squads/6a6967fc/2016-2017/Darmstadt-98-Stats
27,34,,,,,,,,,,,,,,,,,/en/squads/add600ae/2016-2017/Dortmund-Stats
26,34,,,,,,,,,,,,,,,,,/en/squads/f0ac8ee6/2016-2017/Eintracht-Frankfurt-Stats
25,34,,,,,,,,,,,,,,,,,/en/squads/a486e511/2016-2017/Freiburg-Stats
24,34,,,,,,,,,,,,,,,,,/en/squads/32f3ee20/2016-2017/Monchengladbach-Stats
29,34,,,,,,,,,,,,,,,,,/en/squads/26790c6a/2016-2017/Hamburger-SV-Stats
26,34,,,,,,,,,,,,,,,,,/en/squads/2818f8bc/2016-2017/Hertha-BSC-Stats
23,34,,,,,,,,,,,,,,,,,/en/squads/033ea6b8/2016-2017/Hoffenheim-Stats
22,34,,,,,,,,,,,,,,,,,/en/squads/12eb2039/2016-2017/Ingolstadt-04-Stats
26,34,,,,,,,,,,,,,,,,,/en/squads/bc357bf7/2016-2017/Koln-Stats
24,34,,,,,,,,,,,,,,,,,/en/squads/c7a9f859/2016-2017/Bayer-Leverkusen-Stats
28,34,,,,,,,,,,,,,,,,,/en/squads/a224b06a/2016-2017/Mainz-05-Stats
23,34,,,,,,,,,,,,,,,,,/en/squads/acbb6a5b/2016-2017/RB-Leipzig-Stats
29,34,,,,,,,,,,,,,,,,,/en/squads/c539e393/2016-2017/Schalke-04-Stats
31,34,,,,,,,,,,,,,,,,,/en/squads/62add3bf/2016-2017/Werder-Bremen-Stats
31,34,,,,,,,,,,,,,,,,,/en/squads/4eaa11d7/2016-2017/Wolfsburg-Stats
32,38,,,,,,,,,,,,,,,,,/en/squads/922493f3/2016-2017/Atalanta-Stats
28,38,,,,,,,,,,,,,,,,,/en/squads/1d8099f8/2016-2017/Bologna-Stats
34,38,,,,,,,,,,,,,,,,,/en/squads/c4260e09/2016-2017/Cagliari-Stats
29,38,,,,,,,,,,,,,,,,,/en/squads/cc919b35/2016-2017/Chievo-Stats
31,38,,,,,,,,,,,,,,,,,/en/squads/3074d7b1/2016-2017/Crotone-Stats
29,38,,,,,,,,,,,,,,,,,/en/squads/a3d88bd8/2016-2017/Empoli-Stats
30,38,,,,,,,,,,,,,,,,,/en/squads/421387cf/2016-2017/Fiorentina-Stats
33,38,,,,,,,,,,,,,,,,,/en/squads/658bf2de/2016-2017/Genoa-Stats
29,38,,,,,,,,,,,,,,,,,/en/squads/d609edc0/2016-2017/Internazionale-Stats
27,38,,,,,,,,,,,,,,,,,/en/squads/e0652b02/2016-2017/Juventus-Stats
30,38,,,,,,,,,,,,,,,,,/en/squads/7213da33/2016-2017/Lazio-Stats
28,38,,,,,,,,,,,,,,,,,/en/squads/dc56fe14/2016-2017/Milan-Stats
26,38,,,,,,,,,,,,,,,,,/en/squads/d48ad4ff/2016-2017/Napoli-Stats
30,38,,,,,,,,,,,,,,,,,/en/squads/ee058a17/2016-2017/Palermo-Stats
34,38,,,,,,,,,,,,,,,,,/en/squads/b985784c/2016-2017/Pescara-Stats
22,38,,,,,,,,,,,,,,,,,/en/squads/cf74a709/2016-2017/Roma-Stats
24,38,,,,,,,,,,,,,,,,,/en/squads/8ff9e3b3/2016-2017/Sampdoria-Stats
28,38,,,,,,,,,,,,,,,,,/en/squads/e2befd26/2016-2017/Sassuolo-Stats
29,38,,,,,,,,,,,,,,,,,/en/squads/105360fe/2016-2017/Torino-Stats
29,38,,,,,,,,,,,,,,,,,/en/squads/04eea015/2016-2017/Udinese-Stats
