players_used,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,url
,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,
25,38,67,544,178,32.7,14.32,4.68,0.12,0.37,15.1,10,2,2,59.9,58.4,0.11,7.1,6.6,/en/squads/18bb7c10/Arsenal-Stats
28,38,56,478,159,33.3,12.58,4.18,0.11,0.33,16.3,12,3,6,56.1,51.3,0.11,-0.1,1.7,/en/squads/8602292d/Aston-Villa-Stats
29,38,57,574,192,33.4,15.11,5.05,0.09,0.27,16.7,10,6,7,64.0,58.5,0.1,-7.0,-7.5,/en/squads/4ba7cbea/Bournemouth-Stats
28,38,65,434,173,39.9,11.42,4.55,0.14,0.35,14.9,10,5,6,59.0,54.4,0.13,6.0,5.6,/en/squads/cd051869/Brentford-Stats
32,38,64,526,183,34.8,13.84,4.82,0.11,0.31,17.2,25,7,7,58.7,53.3,0.1,5.3,3.7,/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats
29,38,61,590,203,34.4,15.53,5.34,0.1,0.28,16.7,17,4,5,67.8,63.8,0.11,-6.8,-6.8,/en/squads/cff3d9bb/2024-2025/Chelsea-Stats
29,38,49,512,175,34.2,13.47,4.61,0.09,0.26,16.8,19,3,4,60.4,57.3,0.11,-11.4,-11.3,/en/squads/47c64c55/Crystal-Palace-Stats
26,38,39,404,139,34.4,10.63,3.66,0.09,0.27,16.8,11,2,2,41.8,40.2,0.1,-2.8,-3.2,/en/squads/d3fd31cc/Everton-Stats
26,38,53,516,167,32.4,13.58,4.39,0.1,0.3,16.4,10,3,4,49.0,45.9,0.09,4.0,4.1,/en/squads/fd962109/Fulham-Stats
32,38,35,374,120,32.1,9.84,3.16,0.09,0.28,17.7,10,2,2,34.4,32.8,0.09,0.6,0.2,/en/squads/b74092de/Ipswich-Town-Stats
32,38,33,332,105,31.6,8.74,2.76,0.09,0.3,17.3,8,2,3,32.6,30.4,0.09,0.4,0.6,/en/squads/a2d435b3/Leicester-City-Stats
24,38,85,639,215,33.6,16.82,5.66,0.12,0.35,15.9,11,9,9,82.2,75.2,0.12,2.8,0.8,/en/squads/822bd0ba/Liverpool-Stats
30,38,71,603,208,34.5,15.87,5.47,0.11,0.33,16.9,21,3,4,68.1,64.9,0.11,2.9,3.1,/en/squads/b8fd03ef/2024-2025/Manchester-City-Stats
31,38,42,524,168,32.1,13.79,4.42,0.07,0.23,17.4,15,4,4,52.6,49.4,0.1,-10.6,-11.4,/en/squads/19538871/Manchester-United-Stats
24,38,66,519,163,31.4,13.66,4.29,0.12,0.37,15.9,14,5,6,63.8,59.5,0.12,2.2,1.5,/en/squads/b2b47a98/Newcastle-United-Stats
23,38,57,460,162,35.2,12.11,4.26,0.12,0.33,17.5,15,3,3,45.5,43.2,0.1,11.5,10.8,/en/squads/e4a775cb/Nottingham-Forest-Stats
36,38,25,341,106,31.1,8.97,2.79,0.07,0.24,16.3,7,0,2,32.7,30.9,0.09,-7.7,-5.9,/en/squads/33c895d4/Southampton-Stats
31,38,61,493,177,35.9,12.97,4.66,0.12,0.33,16.0,13,3,4,58.8,55.6,0.12,2.2,2.4,/en/squads/361ca564/Tottenham-Hotspur-Stats
27,38,43,473,137,29.0,12.45,3.61,0.08,0.29,16.3,14,3,3,47.0,44.7,0.1,-4.0,-4.7,/en/squads/7c21e445/West-Ham-United-Stats
32,38,53,431,155,36.0,11.34,4.08,0.12,0.34,18.1,18,0,0,43.7,43.7,0.1,9.3,9.3,/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats
29,38,38,393,123,31.3,10.34,3.24,0.07,0.24,17.8,10,9,11,42.8,34.1,0.09,-4.8,-5.1,/en/squads/8d6fd021/Alaves-Stats
31,38,53,462,148,32.0,12.16,3.89,0.11,0.34,17.4,8,3,6,53.0,48.2,0.11,0.0,1.8,/en/squads/2b390eca/Athletic-Club-Stats
24,38,68,463,174,37.6,12.18,4.58,0.13,0.36,17.0,13,6,7,64.6,59.3,0.13,3.4,2.7,/en/squads/db3b9613/2024-2025/Atletico-Madrid-Stats
28,38,99,670,240,35.8,17.63,6.32,0.14,0.38,17.1,27,7,8,91.5,85.2,0.13,7.5,6.8,/en/squads/206d90db/Barcelona-Stats
36,38,55,518,176,34.0,13.63,4.63,0.09,0.27,18.1,14,7,10,54.6,46.9,0.09,0.4,1.1,/en/squads/fc536746/Real-Betis-Stats
30,38,58,442,167,37.8,11.63,4.39,0.11,0.3,17.9,19,8,9,54.2,47.3,0.11,3.8,2.7,/en/squads/f25da7fb/Celta-Vigo-Stats
27,38,38,351,98,27.9,9.24,2.58,0.09,0.34,18.4,15,5,5,34.4,30.5,0.09,3.6,2.5,/en/squads/a8661628/Espanyol-Stats
30,38,34,430,122,28.4,11.32,3.21,0.07,0.24,19.4,17,5,5,36.8,33.0,0.08,-2.8,-4.0,/en/squads/7848bd64/Getafe-Stats
30,38,43,397,134,33.8,10.45,3.53,0.1,0.29,17.7,13,4,5,42.5,38.6,0.1,0.5,0.4,/en/squads/9024a00a/Girona-Stats
34,38,38,409,134,32.8,10.76,3.53,0.09,0.26,19.2,21,3,4,36.3,33.2,0.08,1.7,1.8,/en/squads/0049d422/Las-Palmas-Stats
26,38,38,345,110,31.9,9.08,2.89,0.1,0.3,20.1,19,5,7,36.0,30.6,0.09,2.0,2.4,/en/squads/7c6f2c78/Leganes-Stats
28,38,34,382,107,28.0,10.05,2.82,0.08,0.28,16.3,7,4,5,38.8,34.9,0.09,-4.8,-4.9,/en/squads/2aa12281/Mallorca-Stats
25,38,46,409,123,30.1,10.76,3.24,0.09,0.3,16.7,9,9,9,44.0,37.8,0.09,2.0,-0.8,/en/squads/03c57e2b/Osasuna-Stats
26,38,38,514,162,31.5,13.53,4.26,0.07,0.23,19.3,25,0,1,45.4,44.6,0.09,-7.4,-6.6,/en/squads/98e8af82/Rayo-Vallecano-Stats
30,38,78,621,229,36.9,16.34,6.03,0.11,0.3,18.1,15,10,14,75.3,64.5,0.11,2.7,3.5,/en/squads/53a2f082/2024-2025/Real-Madrid-Stats
31,38,34,385,122,31.7,10.13,3.21,0.08,0.25,17.5,10,4,4,42.5,39.3,0.1,-8.5,-9.3,/en/squads/e31d1cd9/Real-Sociedad-Stats
35,38,39,472,148,31.4,12.42,3.89,0.08,0.25,18.8,14,2,3,42.7,40.3,0.09,-3.7,-3.3,/en/squads/ad2be733/Sevilla-Stats
32,38,43,382,116,30.4,10.05,3.05,0.1,0.33,17.2,6,5,5,43.2,39.3,0.11,-0.2,-1.3,/en/squads/dcc91a7b/Valencia-Stats
38,38,26,331,97,29.3,8.71,2.55,0.06,0.22,18.0,11,5,5,34.6,30.7,0.09,-8.6,-9.7,/en/squads/17859612/Valladolid-Stats
31,38,69,530,171,32.3,13.95,4.5,0.12,0.37,16.0,9,5,7,64.8,59.1,0.12,4.2,4.9,/en/squads/2a8183b3/Villarreal-Stats
30,34,31,311,91,29.3,9.15,2.68,0.08,0.29,18.3,13,5,6,36.0,31.3,0.1,-5.0,-5.3,/en/squads/69236f98/Angers-Stats
29,34,47,375,144,38.4,11.03,4.24,0.11,0.3,17.5,10,4,5,41.0,37.3,0.1,6.0,5.7,/en/squads/5ae09109/Auxerre-Stats
30,34,52,409,151,36.9,12.03,4.44,0.11,0.3,17.0,7,7,9,45.4,38.3,0.1,6.6,6.7,/en/squads/fb08dbb3/Brest-Stats
31,34,37,339,97,28.6,9.97,2.85,0.08,0.29,17.8,14,9,10,41.4,33.4,0.1,-4.4,-5.4,/en/squads/5c2737db/Le-Havre-Stats
33,34,40,484,148,30.6,14.24,4.35,0.07,0.24,16.7,7,5,5,51.8,48.3,0.1,-11.8,-13.3,/en/squads/fd4e0f7d/Lens-Stats
27,34,52,424,154,36.3,12.47,4.53,0.11,0.29,16.6,15,7,10,54.7,47.5,0.12,-2.7,-2.5,/en/squads/cb188c0c/Lille-Stats
31,34,62,434,173,39.9,12.76,5.09,0.12,0.31,16.2,6,8,10,60.3,52.5,0.12,1.7,1.5,/en/squads/d53c0b06/Lyon-Stats
32,34,70,481,185,38.5,14.15,5.44,0.13,0.34,16.7,15,8,10,63.8,55.8,0.12,6.2,6.2,/en/squads/5725cc7b/Marseille-Stats
28,34,63,493,180,36.5,14.5,5.29,0.12,0.32,15.7,9,6,7,72.8,67.7,0.14,-9.8,-10.7,/en/squads/fd6114db/Monaco-Stats
35,34,23,371,111,29.9,10.91,3.26,0.05,0.18,18.7,20,3,4,33.5,30.4,0.09,-10.5,-10.4,/en/squads/281b0e73/Montpellier-Stats
30,34,39,345,119,34.5,10.15,3.5,0.1,0.29,15.9,4,5,5,39.1,35.3,0.11,-0.1,-1.3,/en/squads/d7a486cd/Nantes-Stats
31,34,62,486,183,37.7,14.29,5.38,0.12,0.31,16.2,14,6,6,61.6,56.9,0.13,0.4,-0.9,/en/squads/132ebc33/Nice-Stats
28,34,89,628,272,43.3,18.47,8.0,0.13,0.31,16.3,13,6,7,88.9,83.3,0.14,0.1,-0.3,/en/squads/e2d8892c/2024-2025/Paris-Saint-Germain-Stats
34,34,32,393,111,28.2,11.56,3.26,0.08,0.28,17.6,8,1,2,37.4,35.9,0.09,-5.4,-4.9,/en/squads/7fdd64e0/Reims-Stats
35,34,51,423,155,36.6,12.44,4.56,0.11,0.3,17.3,8,5,8,48.6,42.7,0.1,2.4,3.3,/en/squads/b3072e00/Rennes-Stats
32,34,39,366,115,31.4,10.76,3.38,0.1,0.31,18.1,8,3,4,36.4,33.2,0.1,2.6,2.8,/en/squads/d298ef2c/Saint-Etienne-Stats
30,34,54,354,140,39.5,10.41,4.12,0.15,0.37,16.0,10,2,2,49.3,47.7,0.14,4.7,4.3,/en/squads/c0d3eab4/Strasbourg-Stats
27,34,42,399,145,36.3,11.74,4.26,0.1,0.27,15.4,7,3,4,49.1,46.0,0.12,-7.1,-7.0,/en/squads/3f8c4b5f/Toulouse-Stats
29,34,35,397,114,28.7,11.68,3.35,0.09,0.3,17.4,10,1,2,34.7,33.1,0.08,0.3,0.9,/en/squads/0cdc4311/Augsburg-Stats
29,34,96,636,255,40.1,18.71,7.5,0.14,0.34,16.7,19,9,10,81.7,74.0,0.12,14.3,13.0,/en/squads/054efa67/2024-2025/Bayern-Munich-Stats
27,34,32,433,133,30.7,12.74,3.91,0.07,0.23,17.7,11,1,3,41.8,39.3,0.09,-9.8,-8.3,/en/squads/b42c6323/Bochum-Stats
28,34,69,478,157,32.8,14.06,4.62,0.13,0.41,16.1,9,5,6,61.2,56.5,0.12,7.8,7.5,/en/squads/add600ae/2024-2025/Dortmund-Stats
26,34,68,480,172,35.8,14.12,5.06,0.14,0.38,16.4,13,3,5,65.1,61.4,0.13,2.9,3.6,/en/squads/f0ac8ee6/Eintracht-Frankfurt-Stats
26,34,46,405,132,32.6,11.91,3.88,0.11,0.35,16.9,16,0,4,44.3,41.1,0.11,1.7,4.9,/en/squads/a486e511/Freiburg-Stats
26,34,53,413,153,37.0,12.15,4.5,0.12,0.32,16.4,5,4,5,50.6,46.6,0.11,2.4,2.4,/en/squads/32f3ee20/Monchengladbach-Stats
27,34,37,398,124,31.2,11.71,3.65,0.08,0.26,17.3,12,5,5,40.3,36.3,0.09,-3.3,-4.3,/en/squads/18d9d2a7/Heidenheim-Stats
35,34,46,440,148,33.6,12.94,4.35,0.1,0.29,17.7,11,3,3,42.6,40.3,0.09,3.4,2.7,/en/squads/033ea6b8/Hoffenheim-Stats
27,34,49,368,133,36.1,10.82,3.91,0.12,0.34,17.8,12,4,5,39.8,35.9,0.1,9.2,9.1,/en/squads/2ac661d9/Holstein-Kiel-Stats
23,34,70,499,181,36.3,14.68,5.32,0.13,0.37,16.8,12,3,6,56.9,52.0,0.11,13.1,15.0,/en/squads/c7a9f859/Bayer-Leverkusen-Stats
25,34,53,417,142,34.1,12.26,4.18,0.12,0.35,16.3,11,4,4,50.1,47.0,0.12,2.9,2.0,/en/squads/a224b06a/Mainz-05-Stats
29,34,51,405,144,35.6,11.91,4.24,0.12,0.33,16.7,11,3,4,46.6,43.4,0.11,4.4,4.6,/en/squads/acbb6a5b/RB-Leipzig-Stats
28,34,26,377,109,28.9,11.09,3.21,0.07,0.23,17.4,14,1,2,35.3,33.7,0.09,-9.3,-8.7,/en/squads/54864664/St-Pauli-Stats
29,34,61,465,172,37.0,13.68,5.06,0.13,0.34,15.7,9,2,6,62.3,57.7,0.13,-1.3,1.3,/en/squads/598bc722/Stuttgart-Stats
28,34,36,414,120,29.0,12.18,3.53,0.08,0.28,16.6,7,3,3,37.0,34.7,0.08,-1.0,-1.7,/en/squads/7a41008f/Union-Berlin-Stats
23,34,53,424,138,32.5,12.47,4.06,0.12,0.36,16.0,12,3,5,49.1,45.7,0.11,3.9,4.3,/en/squads/62add3bf/Werder-Bremen-Stats
27,34,53,432,137,31.7,12.71,4.03,0.11,0.36,17.3,13,4,5,47.5,43.4,0.1,5.5,5.6,/en/squads/4eaa11d7/Wolfsburg-Stats
32,38,76,538,181,33.6,14.16,4.76,0.13,0.39,15.0,5,5,7,65.0,59.5,0.11,11.0,11.5,/en/squads/922493f3/Atalanta-Stats
30,38,56,505,166,32.9,13.29,4.37,0.1,0.3,17.5,18,6,7,49.3,43.8,0.09,6.7,6.2,/en/squads/1d8099f8/Bologna-Stats
28,38,38,421,115,27.3,11.08,3.03,0.08,0.3,16.0,10,3,3,42.7,40.3,0.1,-4.7,-5.3,/en/squads/c4260e09/Cagliari-Stats
38,38,44,519,176,33.9,13.66,4.63,0.08,0.25,17.9,17,0,2,45.4,43.9,0.09,-1.4,0.1,/en/squads/28c9c3cd/Como-Stats
34,38,31,367,107,29.2,9.66,2.82,0.08,0.27,19.1,21,2,3,32.5,30.1,0.08,-1.5,-1.1,/en/squads/a3d88bd8/Empoli-Stats
34,38,58,439,166,37.8,11.55,4.37,0.12,0.31,18.0,20,6,8,48.9,42.6,0.1,9.1,9.4,/en/squads/421387cf/Fiorentina-Stats
37,38,35,383,117,30.5,10.08,3.08,0.09,0.3,17.7,16,0,2,37.2,35.5,0.09,-2.2,-0.5,/en/squads/658bf2de/Genoa-Stats
32,38,31,372,95,25.5,9.79,2.5,0.08,0.31,17.7,12,2,2,33.8,32.3,0.09,-2.8,-3.3,/en/squads/0e72edf2/Hellas-Verona-Stats
26,38,76,565,179,31.7,14.87,4.71,0.12,0.38,16.3,17,8,9,66.9,60.1,0.11,9.1,7.9,/en/squads/d609edc0/2024-2025/Internazionale-Stats
29,38,56,509,175,34.4,13.39,4.61,0.1,0.29,17.3,11,6,6,51.1,46.4,0.09,4.9,3.6,/en/squads/e0652b02/2024-2025/Juventus-Stats
27,38,60,528,185,35.0,13.89,4.87,0.1,0.29,17.7,13,6,7,57.2,52.0,0.1,2.8,2.0,/en/squads/7213da33/Lazio-Stats
31,38,27,450,119,26.4,11.84,3.13,0.05,0.2,19.3,22,3,4,34.6,31.8,0.07,-7.6,-7.8,/en/squads/ffcbe334/Lecce-Stats
35,38,59,555,185,33.3,14.61,4.87,0.1,0.3,17.9,8,4,8,63.7,57.5,0.11,-4.7,-2.5,/en/squads/dc56fe14/Milan-Stats
36,38,27,333,99,29.7,8.76,2.61,0.07,0.24,18.3,17,3,3,29.9,27.7,0.09,-2.9,-3.7,/en/squads/21680aa4/Monza-Stats
27,38,56,499,150,30.1,13.13,3.95,0.1,0.35,16.2,11,4,5,53.0,49.2,0.1,3.0,2.8,/en/squads/d48ad4ff/Napoli-Stats
32,38,43,418,140,33.5,11.0,3.68,0.09,0.26,19.3,22,6,7,43.1,37.6,0.09,-0.1,-0.6,/en/squads/eab4234c/Parma-Stats
28,38,55,514,162,31.5,13.53,4.26,0.09,0.29,17.9,15,8,8,53.0,46.7,0.09,2.0,0.3,/en/squads/cf74a709/Roma-Stats
31,38,36,383,123,32.1,10.08,3.24,0.09,0.28,18.6,12,2,4,34.6,31.6,0.08,1.4,2.4,/en/squads/105360fe/Torino-Stats
31,38,41,430,137,31.9,11.32,3.61,0.09,0.28,17.7,15,2,4,38.2,35.0,0.08,2.8,4.0,/en/squads/04eea015/Udinese-Stats
36,38,31,381,120,31.5,10.03,3.16,0.07,0.23,18.5,25,4,5,35.8,32.0,0.09,-4.8,-5.0,/en/squads/af5d5982/Venezia-Stats
